id,rate_unemployment,percent_college,percent_married,median_income,percent_lunch,year,state,zip_code,school_type,school_level,average_act
421884004682,-0.6801652813861849,-0.3025318355635144,0.8009738160773539,0.630693545613508,-1.20964288733733,2016-2017,PA,19030,Regular School,High,23.1318681318681
370357001469,-0.842400114270536,1.1152372251765463,0.6149753167948926,0.6760250525988353,-0.9239271331099145,2016-2017,NC,28443,Regular School,High,21.8620268620269
483873004407,0.01363567518856763,1.6534283146506874,0.2101567019800487,0.18338928331630075,1.5243333667258228,2016-2017,TX,78210,Regular School,High,17.2710622710623
481332000833,-0.7278841745246586,-1.3284434770829647,0.05812968684673024,-1.0260770287461833,0.47318070145765195,2016-2017,TX,75935,Regular School,High,19.1025641025641
370132000559,1.3357490785128865,-0.902334174139647,-0.6074350457223198,-0.4297965708406584,0.7226586964309183,2016-2017,NC,27864,Regular School,High,18.6385836385836
180394000672,0.0678629155807841,-0.7505053061408454,0.24244368451826515,-0.22567956424926766,-0.3880719631971489,2016-2017,IN,47162,Regular School,Other,21.2002442002442
470159000802,-0.06695820081405848,0.007751194324509613,-0.5315476527023619,-0.19049129501480092,1.3782654487375205,2016-2017,TN,37421,Regular School,High,15.8
370472001829,-0.6558105262194908,1.4001236073153072,0.6123056320631218,0.8349775190814561,-1.454211121092803,2016-2017,NC,27502,Regular School,High,24.4261294261294
481984001940,-1.0254128487818508,-0.0362064547274303,0.5805309745934046,0.08062117079523652,-0.4614242639531183,2016-2017,TX,78624,Regular School,High,21.959706959707
263294006846,0.09801076350249814,-0.4384882520900051,0.6700520600626342,-0.5216283529472147,-0.034601419614870496,2016-2017,MI,48658,Regular School,High,18.6
220156001204,-0.2736137572684481,-1.2161331785085923,-1.3489878171404703,-0.9450980936158566,0.9488970803253685,2016-2017,LA,70571,Regular School,High,18.9
390483603223,-0.7238781050113655,1.1822974201030263,1.2292638095837423,0.7409334258605148,-1.1039467748711,2016-2017,OH,44406,Regular School,High,23.0
172465002672,-0.4645560267274037,0.09388261605457145,0.020547790786697308,0.0647593175222859,0.6490670753436858,2016-2017,IL,62257,Regular School,High,20.8
390464302552,-0.5485040555790273,0.0177507112527941,0.43793048081085073,-0.2909636129832012,-0.6221965463748508,2016-2017,OH,44408,Regular School,High,22.0
172757002919,-0.7886364486062027,1.9136887923283232,1.4155627430261264,2.46044180408664,-0.4057492079569285,2016-2017,IL,60060,Regular School,High,21.0
250004000600,-0.29317396018440417,0.9412859971779308,0.8838364860870123,2.419827111364058,-0.9374012476338326,2016-2017,MA,02061,Regular School,Other,22.8632478632479
210444001103,0.6210772706624578,0.8723797489036753,-0.7981047630036555,-0.06363821055033536,1.2903083519798437,2016-2017,KY,41071,Regular School,High,16.0
530531000803,-0.3561011186782334,-0.09023494167060346,0.5797818657872474,0.3059429707094139,-0.10404489257940981,2016-2017,WA,98244,Regular School,High,22.4969474969475
120039000589,-0.22360758962352628,0.08604767493700058,-0.25593145934058814,-0.7799261109814736,1.1791627980234,2016-2017,FL,33015,Regular School,High,18.3699633699634
482364002512,-1.3440458618441247,2.2349289400581185,-0.37863138498471427,1.2351971221894837,-0.1842783244635904,2016-2017,TX,77098,Regular School,High,20.6166056166056
251206001991,-0.037586369258235296,0.39812813475561437,-0.27809644314546234,0.7954063693373583,-0.17196875506860454,2016-2017,MA,02571,Regular School,High,20.5677655677656
422058000470,-1.064482826676859,1.5033623818113033,1.4162566335021944,2.268429896045659,-1.3489120079835344,2016-2017,PA,15057,Regular School,High,24.9389499389499
531014001716,0.11040648163827917,0.2227593519268934,-0.7006530941793536,-0.2450894636490625,-0.44477621398157086,2016-2017,WA,98597,Regular School,High,20.8119658119658
262073005739,-0.3426821069139912,1.6107419361244881,0.7513375711141479,1.6712728620382076,-1.1413969300513267,2016-2017,MI,48360,Regular School,High,22.5
260009900612,-1.2140961039198286,-0.11828933355289134,-1.7783082391682654,-0.7238669821773349,-1.2773876257373615,2016-2017,MI,48143,Regular School,Other,20.2
481218000715,-0.22437964563655585,0.1118689012768129,0.36035479737785947,0.4744542908749445,-0.78038871098725,2016-2017,TX,76028,Regular School,High,21.2026862026862
130060000274,0.6358828129102024,-1.4307463377263676,-0.30174890650458125,-0.6445577158125818,-0.48064726610216635,2016-2017,GA,30518,Regular School,High,21.984126984127
390467605390,-1.0526138364121724,2.1139374859565505,1.53879095942572,2.9652661553578623,-1.4366252644487956,2016-2017,OH,43035,Regular School,High,24.0
360008705182,1.87011878496285,-1.2537238481942146,-1.309391074949148,-1.2923057134169176,1.6548484429813304,2016-2017,NY,10458,Regular School,High,16.978021978022
292886001786,0.6399331346399341,0.08545329273375911,-1.1140072531739151,-1.0949508653261006,0.27408711964832944,2016-2017,MO,65802,Regular School,Other,24.9
290291000009,-0.8521558312000126,0.9996204765889994,0.305709696330676,-0.09523669193881855,-0.3861068506265373,2016-2017,MO,63123,Regular School,High,22.0
390018004704,-0.8057562257066642,1.1379476507937976,0.2226085375664706,-0.15016879432619487,-1.7683049766088175,2016-2017,OH,43537,Regular School,Other,22.0
422382004670,-0.498612934152395,-0.8398992196118785,0.9946900559212535,0.4241555193120353,-0.440551411106921,2016-2017,PA,19506,Regular School,High,20.8119658119658
261989005647,-0.09607175270009642,-0.3475819526042763,0.8600408140679656,-0.15442644967840793,-0.19166584974364428,2016-2017,MI,49751,Regular School,High,18.9
370495001974,0.9706749885202789,-0.4620944434951261,0.788627347762486,-1.008545506707659,-0.012587023492143665,2016-2017,NC,28670,Regular School,High,19.9084249084249
360015300871,-0.6040989240124722,0.7563559646220914,-0.3660809732142952,-0.0047406448447213775,-0.32756521512542336,2016-2017,NY,11235,Regular School,High,23.7179487179487
530846001807,0.0390803259255373,0.7100409959142481,-0.30345563965087935,0.21110578482482498,-1.2266651228179957,2016-2017,WA,98388,Regular School,High,22.5213675213675
120150002234,-0.06640198195422319,0.5934916151625963,-0.023044743405496518,-0.3430155367499628,1.297724792896087,2016-2017,FL,33426,Regular School,High,17.4175824175824
