rate_unemployment,percent_college,percent_married,median_income,percent_lunch,average_act
2.8593361010329676,-0.09798496094096941,-1.5948891429775913,-1.2460361412200565,2.4272847756929616,15.3907203907204
-0.9165080540828519,2.0252834130155812,0.844858883129069,2.2194443704589633,-1.432871439896825,25.6
-0.39407632081640387,-0.5567808641343622,-0.3531247286966749,-0.5953532582140738,-0.4604971608199345,20.2747252747253
-1.1716213687376504,-1.0994500825533442,1.0796237017660846,-0.46166212917836624,0.01833446190632096,21.8
-0.2138469619259149,0.04345316398104374,0.13816688241627592,0.5290757115554279,-1.212954008959737,20.6410256410256
-0.3815919799265071,2.2019079165451028,-0.007206155414123746,-0.0048563567104676275,-0.10187690289180386,23.2051282051282
-0.6093782492937538,2.069182184660656,1.0992455902674017,1.2626287807102567,-0.9334553752110587,22.1
-0.8006402775420381,-0.9518686677105324,-1.1938004247473473,-0.39839609053133157,0.6201808699832603,18.8
-0.340895905302389,0.24625319539241539,-0.7746220099351958,-0.30803387349007344,1.6544084321504737,17.0
-0.28466538647469164,0.07138613916331343,-0.17231086976439877,0.20263127661549818,-0.5766235954564928,20.3
0.3274532200814903,0.8745918153739969,0.5953297852146602,-0.49625033846500166,-0.1264826953503249,23.4
1.6972077359345956,-0.5174449080763052,-1.6927001447633685,-0.8174919741740898,1.5629501971911637,14.0
0.25789682587329626,-0.05941079147352786,0.39195351450210736,-0.3006667097792016,-0.22353658216626213,19.9
-1.2361886689622255,-1.66634022002151,0.9566944173825044,-0.11719519770280096,-0.5150254435064536,20.6898656898657
0.04823935165805358,-0.29451891759758825,-0.17232340590854572,-0.30432948043771413,0.29043052548593873,20.006105006105
2.5745973622349885,-1.0003980757140434,-0.00753803788082775,-1.0300575395493572,0.8643132831976671,17.1
1.8461678840269526,-1.5347873183404959,-1.9894901520337942,-1.3252019343165433,1.7669190400609311,15.4884004884005
-0.5398353079578976,0.21095171853619468,0.4091073873566279,-0.05359617990499239,-0.8276544498711448,23.7
3.625924407073731,-0.8850751702231269,-1.3821831576757206,-1.0936981797410124,0.6510834854114692,21.0
-0.11269543025588419,0.1915781814077657,-1.552147797689807,-0.6991178860739801,0.07179159061803353,22.5213675213675
-0.45536161719697044,-0.8485320140386675,-0.11581373091930924,-0.7490647586900602,0.27372364969499696,20.3968253968254
0.7726470203584888,-1.9830839696231695,-0.3300142105045362,-1.1411060863324418,0.3752613029738142,17.4
0.18746592362820844,0.25690576522535075,0.9232791018630043,-0.43606435696262524,-0.5134519458248462,21.6910866910867
-0.691340665403982,0.18895890861510356,0.07983694768094488,0.8333770329688954,-0.23073403246941215,20.5433455433455
-0.2378785063502649,-0.22659593807893116,0.25877391881634493,-0.13979615756157715,-0.29489621592812165,20.6654456654457
0.9703334039004259,0.05056603610470343,-1.3781167214731083,-0.6971200111693369,-0.43574123039519713,25.0610500610501
-1.1282526440342233,1.2286470910029734,0.9711143151956503,2.509968679509162,-1.5581894181936196,22.4725274725275
-0.7552552128083838,-0.4831030489970943,0.913713785463943,0.21128873453561872,-0.24104131331215217,19.1
-0.6718457525911208,-0.5009048765503356,0.7234914432393136,-0.1941133815315642,-0.468358600348359,20.6654456654457
-0.06529249102422044,-0.9124891196995476,-1.3489768686408237,-0.3938592496020376,1.959003062542893,17.7106227106227
-1.4119743101992022,1.2776287505775934,-0.1362691066902671,0.2705174009795203,-0.17192555437229143,22.8
-0.12898356932583455,-0.8641586110470291,0.18908620899829387,0.35763307130073324,-0.017153556190679025,19.9
1.7020796166358971,-0.5875305452797887,0.467856028892552,-0.6171633925897622,2.026511946225616,15.3
-0.2093873944765757,-0.4083414149854603,-1.9797403340901132,-1.2054959296133383,-0.8820766401029618,22.0
-0.5543981573032662,1.1677438117450885,0.6330936815978169,0.5918839038701484,-0.06689829095716729,20.1526251526252
-0.14240643018970314,-0.7925863026564235,0.3952055102742037,-0.15211638614021025,-0.9670914730561851,21.6
-1.0874744425259057,1.5416205803402119,1.0841804672606774,1.9523118467506282,-1.5600962438558448,24.4505494505495
0.654678441823236,-0.7721638259383842,-0.6363682494583774,-0.6291090196237746,0.5573808831591767,20.2014652014652
0.39430703134014355,1.2880318043643972,0.9813785998716338,0.017827847936002054,0.35133115366768575,20.6
-0.6082945240290706,0.5147970059397731,0.5810501781011358,1.5178989221722723,-1.353127236805382,23.8644688644689
-1.1879443293369691,0.20447980958979742,0.3381646839941521,-0.1642701251434564,-0.23621729977153583,19.9
-0.7675514738679773,0.5471182248081127,-0.7226049685132229,0.7178332676503637,1.1347423134394266,16.4163614163614
-0.6766035101496215,0.6632531209563929,1.428307684226817,1.6962508798055247,-0.9583058871330117,20.1
-0.2733629927795542,2.1090060256100114,1.5280839481802684,2.7994524287131926,-0.5273722764496258,22.1794871794872
0.03297243555601695,-1.370212471947669,-0.23697009412722123,-0.7532686204685802,0.34909496494550274,19.0
0.8444522264043764,-0.6279736460125811,-0.772367022705457,-0.6758925903075029,-0.4473989251204252,19.9
-0.9021241479657675,0.09961199924674764,-1.082593623766212,-0.5247616782500141,-0.23509541476056006,18.8
-0.12262724959595477,-1.2555239879072606,0.43806121108422946,0.30398180563229393,1.815676771247914,15.1465201465201
0.2590633520562791,1.0047651434092206,0.5827943851342704,0.31213979482625365,-1.4486185770865685,23.5470085470085
-1.48566296559478,-0.6057902245411303,0.5484831809570397,-0.45175599944284367,-0.19957575089862212,21.0
-0.5334509061985668,0.05813961196094663,-0.7041433205155553,-0.9848972422256514,-0.7629816495508327,23.0
-0.7148001935184735,-0.7342242091381471,1.289648237674804,0.2675622110164022,-0.7542191732360591,21.0
-0.5923869610258933,-0.495695645661639,0.5585914171258648,-0.5056153770805167,-0.13652506025689862,20.7
-0.973417197952389,0.4873281434581387,0.8933555154676682,0.44603903583119486,-0.9774896549830676,23.0
2.965150639269174,-1.563113133085146,-1.4443078088226875,-1.4635963938569319,1.2169973670709335,16.8
-0.11148043166246979,-0.6405537113349328,0.4548001088132101,0.16454678624573715,0.45838515472938984,17.979242979243
-0.5512222011242167,-0.4570805188383704,0.3581897142123446,-0.4756056311170219,-0.47793128612437585,22.5311355311355
0.02536543076037488,-0.16073792592879052,-0.19068932138767836,-0.3416231453243872,-0.672615562728477,20.7
-0.21953734461538357,1.1468365855376903,-2.1176047036857653,-0.02841463162771871,2.1171394386672335,18.0
-0.31626090323354894,-0.3548348276947051,-0.54093352101483,0.030855657210029593,0.38478017009632254,21.031746031746
-0.05862657368703315,0.053007995518586176,-0.04570969428387174,-0.6242808219375535,-0.327657630451439,22.4
-0.5380832189948858,-0.5309702966640376,0.44603934580628796,-0.005730426981249028,-0.3388428599823053,23.0
-1.0759336829326582,0.13055447888643995,0.4059993685815892,0.44304222347423006,-1.77503020877501,22.0
1.8911562684470393,-0.9605398372389835,-1.1970166071116466,-1.3810175644650127,-0.25408366182961406,20.7631257631258
1.8524989332887871,-0.5881021538201381,-1.803413478121543,-1.1681190199389715,0.21778540875187263,18.956043956044
-1.0159148477061084,0.3199844341593002,0.8794072479080017,0.46951406596075246,-1.0875121102885148,21.6
-0.14133309701640398,-1.1112573942756951,-0.5016106729663655,-0.691334498424641,-0.3804850918090826,20.3
-0.15667840722841272,0.4088641382774592,0.7709698428898365,0.9974941319065651,-1.1732488469418778,21.007326007326
-0.06529249102422044,-0.9124891196995476,-1.3489768686408237,-0.3938592496020376,2.045583348286747,15.3907203907204
-0.23770778688469188,1.4128565268304896,0.35819523860291347,0.8900667333881463,-0.2842658530695923,20.5433455433455
-0.9383400335947767,2.0198762773460275,1.5579479380535242,1.577252455797714,-1.0331450930648831,27.4053724053724
-0.0786174031736637,1.3953771938512647,1.2970683513841788,0.4854970651978981,-1.142381291449497,24.7
-0.9557031684156696,1.604941002077976,1.2029960929802286,0.6595202938710902,-1.4121615158771386,23.1074481074481
-0.1854181821864227,0.605046680772276,-0.2453598448618489,-0.36264245421698754,-0.25207742501731584,21.3980463980464
-1.2864246398978978,1.0649541270597758,1.0123927929787058,0.9382654654626635,-1.3079989640305394,22.5
-0.1184055554421641,0.1947188101717305,0.3852498114187155,-1.1030215959626806,-0.1283225921286987,21.6178266178266
2.9134462102566325,-1.7436005478819392,-2.5935220322886217,-1.512877308171464,2.0363084064107544,14.5
-0.759700791153812,1.9752256837468822,1.3679690821229677,1.7490696975970292,-0.9358803963548695,21.6
0.5736379671717581,0.21929347221606899,-0.5246517372011206,0.9023037171790859,1.268703725242723,15.9279609279609
2.4058373058919473,-0.034151387234198534,-2.813442139841679,-0.838844262217464,1.009207711240187,16.3308913308913
-0.26452109857970774,1.9889338832717471,-1.553694018902737,0.8570601750676867,1.1600614471353754,23.3760683760684
1.0872231931619543,-2.3653723746147075,-0.25920199532925664,-0.9759484275486038,2.0863112974684848,15.4151404151404
0.8010363533850816,-0.3601296746733672,-1.08765730913935,-1.094530627617947,1.6200104088592144,15.2442002442002
-0.576291860931031,1.3691901002898965,0.14812580235272105,1.1302279458837978,-0.9779683708016689,21.031746031746
-0.47999602987503814,0.45309987086332965,-0.3678242271225333,-0.5825751833031266,-0.9417195637000403,23.5
0.40425096445680564,0.9494958132996804,-1.2068260935325716,-0.27132292211725456,-0.8620321034600922,21.0
-0.7438369795927846,2.0397648443123924,1.2130462667212139,2.2862483125829702,-1.720282526974821,25.6959706959707
